Customer_ID,Average_Wallet_Balance_(INR),Avg recharge value_(INR),Customer_Age,Gender,Income,City,Avg_transaction_amount_for_bill_payments_(INR),Avg_amount_of_Retail_e-commerce_payments_(INR),Average_duration_of_each_session_in_Min,Average_Transfer_Amount_(INR),No._of_P2P_transfers in a month,Average_Withdrawal_amount_(INR),CIBIL_Score,Automatic_payment_enabled,Max_Transaction_Amount_(INR),Avg_Spend_Per_Month,Automatic_payments_total_amount,Wallet_activated_at,Last_Activity_Date,"high_risk vs low_risk (1= High risk, 0= Low risk)"
CI489563,3200,1280.5,57,M,5L-10L,Tier 1,2160.58,800,4,1400,7,1687.62,577,No,1496,3466.58,1446,44245,44465,0
CI522203,5006.4,1091.85,49,F,<5L,Tier 1,1581.14,4100,4,1150,3,1609.63,947,No,4104,6187.14,3672,43338,44491,0
CI252981,1765.36,563.18,49,M,<5L,Tier 1,1341.57,3900,3.01,1050,9,619.49,810,No,10027,5747.57,253,42868,44478,0
CI555268,3021.84,794.28,51,U,10L-20L,Tier 1,2623.48,500,4,1050,1,1291.97,403,No,4678,3629.48,3984,44229,44483,0
CI998580,1468.07,829.07,32,M,<5L,Tier 2,94.46,500,2.01,1150,10,1140.6,974,Yes,12361,1100.46,4402,44405,44471,0
CI902047,1187.58,274.29,40,F,>20L,Tier 2,1120.62,600,4,1350,8,940.44,517,No,2964,2226.62,1078,43897,44425,0
CI694430,1328.63,689.63,60,F,10L-20L,Tier 1,2794.06,550,4.01,1100,9,743.92,712,No,9602,3850.06,547,43921,44426,0
CI976234,1362.06,241.02,61,F,5L-10L,Tier 2,1474.21,350,2,1050,3,1359.73,596,Yes,2300,2330.21,4177,43027,44430,0
CI493572,1402.72,381.86,42,M,<5L,Tier 1,1885.88,2750,1,1050,3,888.34,834,No,10497,5141.88,4072,43512,44474,0
CI969371,4416.64,944.41,52,U,<5L,Tier 1,2374.94,900,1.01,1300,7,1769.14,733,No,10265,3780.94,2357,42934,44456,0
CI270699,3981.52,835.63,51,M,10L-20L,Tier 1,3174.24,700,4.01,2550,5,1479.19,970,Yes,12745,4380.24,2526,44336,44432,0
CI231677,3538,724.75,52,M,5L-10L,Tier 1,1933.34,800,4,1250,7,767.97,741,Yes,10883,3239.34,689,43939,44485,0
CI154351,1358.686,463.99,47,M,5L-10L,Tier 2,2960.27,486,3.01,1492,1,1806.5,847,No,6391,4007.27,3263,42791,44475,1
CI252493,2247.56,804.28,29,F,10L-20L,Tier 2,2239.91,2750,1.01,1450,4,1608.56,941,No,10327,5495.91,2262,43817,44475,0
CI867873,2629.5,995.25,47,M,<5L,Tier 2,929.3,4350,3.01,3400,2,1053.5,374,No,3846,5785.3,1976,42776,44436,0
CI372784,4199.88,890.22,66,F,>20L,Tier 1,568.69,250,1,2600,6,1775.41,456,Yes,535,1324.69,1974,43580,44467,0
CI693809,3322.72,670.93,56,F,10L-20L,Tier 1,1150.08,350,1.01,3650,2,1607.43,813,No,1155,2006.08,3308,44310,44499,0
CI580992,811.98,172.98,31,M,5L-10L,Tier 1,1578.3,400,2,1150,9,1612.16,584,No,4738,2484.3,2058,42697,44434,0
CI467315,3398.38,1379.69,36,M,5L-10L,Tier 1,2253.6,800,2.01,1350,3,1276.19,992,Yes,9063,3559.6,4135,43647,44506,0
CI861617,1613.24,487.12,33,M,<5L,Tier 1,1198.54,450,1.01,1350,3,1058.6,730,No,2755,2154.54,1144,42881,44486,0
CI252349,1817.95,1178.95,40,M,5L-10L,Tier 1,2370.63,800,3,1150,5,1240.21,396,Yes,6659,3676.63,3712,42903,44457,0
CI342341,2208.88,784.94,58,F,<5L,Tier 1,2494.68,3850,3.01,1350,2,917.44,1012,Yes,3219,6850.68,2355,44121,44422,0
CI517461,838.054,165.11,58,M,<5L,Tier 3,2440.38,809,4,2839,1,1769.28,790,No,3582,3886.38,2644,44449,44459,1
CI945979,1364.24,725.24,51,F,10L-20L,Tier 1,881.83,550,4,1200,8,1276.47,687,No,12427,1937.83,797,44466,44499,0
CI326408,4352.85,1237.95,51,M,<5L,Tier 1,1825.45,350,2,1350,8,1341.45,743,No,6729,2681.45,2495,42817,44481,0
CI368998,5189.44,1137.61,50,M,<5L,Tier 1,3345.57,600,2,1050,3,1757.13,799,Yes,1409,4451.57,3805,44326,44451,0
CI487959,1349.51,710.51,46,M,<5L,Tier 1,436.82,550,4.01,4800,2,1372.78,603,No,11845,1492.82,4439,43059,44510,0
CI367238,1873.11,411.37,68,M,5L-10L,Tier 1,3333.19,750,1.01,1200,6,633.65,628,No,12294,4589.19,812,43527,44481,0
CI462151,1196.16,943.8,44,M,5L-10L,Tier 2,2777.66,781,4,1451,9,1762.39,357,No,5107,4083.66,1818,44488,44498,1
CI579772,4136.56,874.39,52,M,5L-10L,Tier 1,2688.83,4600,3.01,1200,9,1035.2,834,No,12863,7794.83,3016,43392,44501,0
CI354988,2834.07,731.69,31,F,5L-10L,Tier 1,3017.24,300,2,1150,6,1029.2,659,No,4088,3823.24,361,44232,44473,0
CI271046,3440.28,700.32,59,F,<5L,Tier 2,2649,350,3,1400,8,1393.59,734,No,9478,3505,3946,43323,44442,0
CI268099,1571.7,466.35,34,U,10L-20L,Tier 2,2286.17,600,2.01,1350,4,1477.43,785,No,8783,3392.17,2739,43011,44497,0
CI325937,4059.18,1140.06,69,M,5L-10L,Tier 1,371,900,2.01,1050,4,1677.5,697,Yes,5923,1777,1019,43037,44430,0
CI394401,3103.38,1232.19,32,F,<5L,Tier 3,3149.7,400,3.01,1100,2,1700.92,955,No,10213,4055.7,1868,43117,44436,0
CI333140,1871.548,340.66,12,F,<5L,Tier 2,1040.77,355,2.01,1261,6,830.3,728,No,8305,1983.77,1823,43008,44490,1
CI452261,1345.02,235.34,56,F,5L-10L,Tier 2,998.35,700,2,1250,3,864.92,982,No,940,2204.35,3313,43419,44506,0
CI926489,3687.44,762.11,27,F,10L-20L,Tier 2,1203.58,700,3,1250,4,1069.37,624,No,2322,2409.58,1181,43044,44482,0
CI679586,5322.6,1170.9,53,M,<5L,Tier 2,1699.9,700,1.01,1300,2,624.14,357,No,5144,2905.9,1551,43558,44456,0
CI919106,2881.76,560.69,31,F,<5L,Tier 1,648.45,950,1,1300,5,793.81,969,No,9571,2104.45,2775,43152,44452,0
CI657766,1434.64,397.82,35,F,<5L,Tier 1,97.11,500,2,1050,8,1677.69,493,Yes,624,1103.11,3255,42919,44449,0
CI618819,1811.85,1172.85,59,F,<5L,Tier 1,3221.9,350,2.01,1350,7,1526.01,876,No,12075,4077.9,4032,43538,44456,0
CI524231,1866.5,1227.5,31,F,5L-10L,Tier 2,784.88,700,1.01,1000,9,1714.28,800,No,4779,1990.88,638,43448,44426,0
CI936490,2962.98,774.66,42,F,10L-20L,Tier 3,1858.77,900,3,1350,2,772.65,905,Yes,599,3264.77,3120,43203,44468,0
CI406998,2690.04,683.68,63,U,<5L,Tier 1,658.88,600,3,1350,7,1330.15,843,Yes,6465,1764.88,2246,44472,44482,0
CI992994,1761.96,1122.96,55,M,<5L,Tier 1,472.51,750,1,1250,8,1088.78,951,Yes,7975,1728.51,2632,43782,44423,0
CI307834,971.22,166.11,65,U,10L-20L,Tier 1,847.68,900,2,1350,4,680.56,933,No,2590,2253.68,1773,44228,44423,0
CI486560,5264.08,1156.27,60,M,5L-10L,Tier 1,2092.2,950,4,4550,1,1796.19,624,No,9402,3548.2,2927,43337,44447,0
CI719172,2801.6,1081.3,53,M,<5L,Tier 1,609.55,350,1,1300,3,1406.19,718,No,8221,1465.55,1028,43202,44445,0
CI276632,682.654,209.22,12,F,<5L,Tier 1,1207.71,1424,4.01,4479,9,858.71,427,Yes,9161,3167.71,1856,43913,44493,1
CI853382,1217.608,151.11,29,F,<5L,Tier 1,560.93,1476,2,1329,2,1615.96,726,No,6126,2641.93,570,43956,44456,1
CI934993,3577.36,1469.18,35,F,10L-20L,Tier 1,617.44,350,4,1350,3,1397.78,742,Yes,12689,1473.44,2750,43829,44440,0
CI687746,2756.754,962.74,9,M,<5L,Tier 1,3074.59,994,3,1444,7,1740.84,891,No,786,4637.59,1106,43143,44431,1
CI666104,3415.66,1388.33,55,F,10L-20L,Tier 1,1335.42,950,2,1450,4,1132.16,949,No,1762,2791.42,530,44343,44457,0
CI563534,3014.72,1187.86,32,F,10L-20L,Tier 1,659.92,950,2,1100,9,1307.45,632,No,5764,2115.92,628,43312,44497,0
CI246757,1395.04,378.02,43,M,<5L,Tier 1,1554.97,300,1.01,1450,4,1261.74,759,No,9235,2360.97,3516,42830,44478,0
CI863444,5607.08,1242.02,57,F,10L-20L,Tier 2,1087.48,250,4.01,1150,7,627.55,637,No,3486,1843.48,1621,43328,44446,0
CI795258,1229.85,196.95,26,F,<5L,Tier 1,3298.56,3750,1,1250,9,1191.74,904,No,879,7554.56,416,43949,44456,0
CI833487,1826.48,593.74,36,F,<5L,Tier 2,1944.92,600,4.01,1200,3,1467.24,771,No,1889,3050.92,3775,42758,44486,0
CI929319,3949.68,1103.56,38,M,10L-20L,Tier 1,123.73,900,1,1400,10,1612.2,817,No,1250,1529.73,3671,43950,44483,0
CI809202,2005.52,683.26,43,F,10L-20L,Tier 2,1261.86,750,3,1450,8,855.33,481,No,998,2517.86,1314,43664,44461,0
CI637450,1982.68,415.35,51,M,<5L,Tier 2,3337.75,1042,3.01,1546,6,1567.61,905,No,903,4929.75,1109,44188,44481,1
CI744631,601.909,78.87,57,F,<5L,Tier 2,1579.56,389,1,1490,7,1731.18,940,No,12531,2578.56,578,43283,44440,1
CI344428,1915.62,425.54,39,F,5L-10L,Tier 1,926.68,4550,4.01,1100,4,1410.09,670,No,10059,5982.68,892,43445,44492,0
CI860075,3723,771,20,F,<5L,Tier 2,532.07,900,2.01,1150,3,759.96,901,No,3738,1938.07,3886,43996,44468,0
CI731506,4130.04,1163.68,46,M,5L-10L,Tier 1,2755.82,900,4,1350,8,651.74,450,No,4080,4161.82,556,44396,44421,0
CI818052,966.4,163.7,69,F,<5L,Tier 1,1891.38,850,2.01,1050,7,1236.26,623,No,6523,3247.38,251,43377,44464,0
CI588815,965.314,595.02,36,M,<5L,Tier 3,1217.96,589,3.01,1378,7,815.88,938,No,4039,2400.96,2297,43370,44488,1
CI152740,2154.68,757.84,28,M,5L-10L,Tier 1,2185.96,950,1.01,1200,1,1782.38,565,Yes,2237,3641.96,3829,43586,44500,0
CI412407,2344.083,745.23,30,M,<5L,Tier 1,3037.58,600,1,3431,10,816.85,936,No,6269,4195.58,621,43928,44474,1
CI537695,754.18,251.4,45,M,>20L,Tier 1,2922.64,724,2,422,9,1282.29,456,No,5977,4197.64,2621,42693,44488,1
CI376970,1234.98,297.99,30,M,5L-10L,Tier 1,230.1,350,4.01,1200,9,914.04,875,No,10862,1086.1,3255,43473,44479,0
CI512184,2747.1,1054.05,21,F,10L-20L,Tier 2,2629.43,300,4,1400,9,1761.76,980,No,11920,3435.43,608,43826,44462,0
CI774030,2224.52,396.38,19,M,<5L,Tier 2,1528.51,700,2.01,1400,6,617.71,576,No,9002,2734.51,1972,44229,44422,0
CI490310,2798.12,539.78,24,U,10L-20L,Tier 1,453.67,700,4,1150,1,1332.86,730,No,10029,1659.67,479,43678,44421,0
CI454217,4710.32,1017.83,49,U,<5L,Tier 2,838.65,450,3,1300,5,758.6,752,No,12009,1794.65,3479,44269,44492,0
CI726714,4160.7,1173.9,67,F,<5L,Tier 1,899.09,300,1,1250,3,688.87,1006,No,7920,1705.09,748,42752,44429,0
CI754207,1511.49,872.49,60,M,<5L,Tier 1,1277.91,500,4,2950,2,1055.43,472,No,9338,2283.91,3485,43055,44462,0
CI482657,2854.215,948.15,54,F,5L-10L,Tier 2,1171.93,634,3,1353,6,1339.34,695,No,8281,2371.93,1056,43829,44507,1
CI135446,1435.76,199.19,57,U,<5L,Tier 1,2275.55,2600,2,4700,6,1697.1,685,No,6281,5381.55,1591,43232,44433,0
CI721015,4922.97,1427.99,68,U,5L-10L,Tier 2,2422.22,600,2,1050,7,677.79,645,Yes,1687,3528.22,3194,43644,44470,0
CI441352,5677.2,1259.55,54,F,<5L,Tier 2,232.06,500,2.01,1250,10,1646.87,426,No,1208,1238.06,1000,43778,44436,0
CI870782,2344.98,568.66,62,M,10L-20L,Tier 1,1558.61,400,2.01,1200,4,1311.12,938,No,4235,2464.61,619,43145,44489,0
CI657686,1604.35,965.35,53,M,<5L,Tier 1,1571.74,350,3,1400,5,1261.68,919,Yes,2358,2427.74,3236,42951,44443,0
CI290254,1032.01,247.65,45,M,10L-20L,Tier 2,126.5,792,2,1416,10,1768.45,521,No,10711,1446.5,562,42809,44504,1
CI637262,1272.63,633.63,57,F,5L-10L,Tier 2,368.78,850,4,1450,8,895.13,454,No,6117,1724.78,3570,44050,44510,0
CI348976,1946.616,908.94,17,M,10L-20L,Tier 3,2483.46,313,3,1471,9,1693.18,799,No,12257,3429.46,1440,43863,44445,1
CI750931,2711.72,1036.36,42,M,<5L,Tier 1,2386.4,950,4.01,1350,9,1163.77,434,No,6693,3842.4,4196,43506,44498,0
CI393942,1606.72,967.72,35,M,<5L,Tier 1,1020.98,400,2.01,1300,10,984.81,450,No,8202,1926.98,4369,43734,44467,0
CI754193,1346.82,707.82,59,M,5L-10L,Tier 2,2297.07,300,3,1300,4,1708.22,547,Yes,8270,3103.07,2547,43747,44497,0
CI505338,1898.47,1259.47,54,M,>20L,Tier 2,2945.79,850,4,1300,3,982.49,756,No,12882,4301.79,3884,43158,44462,0
CI673528,1566.55,927.55,44,M,<5L,Tier 2,1018.33,900,3,1100,2,1472.22,601,No,7978,2424.33,496,42724,44448,0
CI174783,5760.72,1280.43,65,M,10L-20L,Tier 1,1977.04,700,4.01,1250,7,1030.37,1007,No,12529,3183.04,1021,42824,44473,0
CI983397,1235.54,298.27,66,M,<5L,Tier 2,822.18,450,4.01,1350,10,1260.38,725,Yes,1894,1778.18,368,43647,44435,0
CI337561,2846.04,551.76,38,F,<5L,Tier 1,932.31,750,1.01,300,3,759.42,996,No,1670,2188.31,2700,44391,44455,0
CI978515,3480.82,885.4,40,M,5L-10L,Tier 2,552.75,753,2,1564,5,767.08,505,No,9454,1940.75,4469,43930,44500,1
CI764529,1744.98,368.66,64,F,5L-10L,Tier 2,1978.2,950,3.01,1050,10,1504.69,1016,No,2079,3434.2,2137,43497,44475,0
CI266164,1955.17,881.05,56,F,5L-10L,Tier 1,2275.34,369,1,1238,10,1225.27,547,No,11013,3257.34,2863,43069,44427,1
CI762503,3615.9,992.3,25,M,5L-10L,Tier 1,585.05,3350,1,1250,8,612.89,749,Yes,9634,4441.05,964,43921,44434,0
CI137722,1701.17,1062.17,49,F,<5L,Tier 2,1080.24,950,4.01,1250,5,1805.08,490,No,12526,2536.24,1781,43435,44478,0
CI297122,1271.28,316.14,58,M,<5L,Tier 2,1964.64,500,3.01,1300,5,852.77,625,No,9155,2970.64,4094,43293,44490,0
CI565910,3723.12,771.03,59,F,<5L,Tier 1,3257.47,350,2,1350,1,681.68,769,No,12425,4113.47,3970,42962,44491,0
CI613778,2059.44,473.48,28,F,10L-20L,Tier 1,3276.52,500,4.01,1000,2,1268.66,608,Yes,9624,4282.52,823,43441,44459,0
CI412151,2603.19,654.73,20,F,<5L,Tier 1,2915.69,1600,3.01,1100,7,1058.79,581,Yes,5491,5021.69,2859,43445,44459,0
CI589756,2016.98,688.99,68,M,10L-20L,Tier 1,1826.59,550,2.01,1400,2,984.27,918,No,882,2882.59,865,42965,44465,0
CI509707,2728.677,936.37,46,M,5L-10L,Tier 1,2230.98,493,3.01,1510,2,833.64,755,No,6218,3255.98,2337,44138,44457,1
CI508266,1659.38,510.19,56,M,<5L,Tier 1,1824.75,700,4,1100,4,1314.22,786,No,8562,3030.75,3936,42965,44508,0
CI719373,1381.562,512.33,62,F,>20L,Tier 1,1668.49,420,4,1498,2,1939.19,579,No,2628,2673.49,1106,44362,44507,1
CI337222,1717.4,269.6,49,F,<5L,Tier 1,487.56,500,4.01,1050,6,1062.3,564,Yes,3260,1493.56,3808,42927,44442,0
CI437461,1276.54,318.77,28,M,10L-20L,Tier 1,130.05,750,3,1300,8,611.39,848,Yes,5069,1386.05,2490,43988,44473,0
CI487120,1733.05,1094.05,27,M,<5L,Tier 1,706.57,550,1.01,1200,6,745.12,640,No,9027,1762.57,3385,43882,44426,0
CI791324,1943.28,326.07,21,M,<5L,Tier 1,2198.64,500,1,2950,1,1287.18,900,No,3017,3204.64,3205,43984,44452,0
CI750551,1308.1,334.55,42,F,10L-20L,Tier 2,2808.33,250,2.01,1150,8,1267.87,800,Yes,10089,3564.33,1517,43878,44504,0
CI601889,6368.04,1432.26,26,F,<5L,Tier 1,2853.8,800,4,1400,9,1298.49,968,No,4800,4159.8,3197,44294,44470,0
CI228207,1426.53,262.51,58,F,5L-10L,Tier 1,2116.87,850,1.01,1000,3,1393.03,421,No,7575,3472.87,759,43857,44510,0
CI538502,867.503,405.29,26,F,<5L,Tier 1,1880.3,489,2.01,1382,5,1789.05,503,No,10458,2912.3,2525,43928,44483,1
CI120637,5866.88,1306.97,42,F,5L-10L,Tier 1,3196.37,300,1.01,1250,10,701.74,596,No,1637,4002.37,3297,44033,44440,0
CI766673,5867.76,1307.19,61,F,10L-20L,Tier 2,1563.12,800,4,1050,10,1767.07,798,No,7078,2869.12,2480,43747,44434,0
CI129788,3637,749.5,61,U,5L-10L,Tier 1,3130.29,700,3.01,1000,6,1111.15,502,No,7893,4336.29,397,44030,44425,0
CI135583,3446.12,701.78,34,M,<5L,Tier 1,3087.31,350,2.01,1000,6,933.03,804,No,9496,3943.31,3602,44399,44437,0
CI326067,4465.72,956.68,60,U,10L-20L,Tier 1,2210.14,650,4,1100,3,1354.62,658,No,9389,3366.14,3054,44276,44447,0
CI327912,2235.72,798.36,42,F,5L-10L,Tier 1,1376.85,900,4.01,1050,7,1252.84,1048,No,5411,2782.85,1843,44026,44492,0
CI623777,2001.16,340.54,69,M,<5L,Tier 2,1757.28,400,1,1400,10,1697.68,758,Yes,11448,2663.28,3092,43053,44441,0
CI794529,4703.72,1016.18,69,U,<5L,Tier 1,2008.26,800,4,1100,1,1617.65,616,No,7626,3314.26,4321,43757,44502,0
CI178082,1563.422,683.23,26,F,5L-10L,Tier 1,1900.09,807,2.01,1524,8,1477.94,947,No,8993,3344.09,3101,42702,44476,1
CI303393,1338.78,699.78,33,F,10L-20L,Tier 3,598.38,400,3,3200,10,1479.88,772,No,4238,1504.38,2467,42994,44493,0
CI939504,5153.19,1504.73,20,M,<5L,Tier 1,883.79,400,3.01,1350,5,1184.87,388,No,12745,1789.79,4056,43428,44469,0
CI248913,1100.88,461.88,60,F,10L-20L,Tier 2,1913.78,400,4.01,1200,4,1571.39,847,No,10833,2819.78,1599,42935,44452,0
CI425710,1947.25,1308.25,45,F,5L-10L,Tier 2,1912.47,900,1.01,1050,7,1406.72,651,No,7681,3318.47,2742,43893,44429,0
CI281571,1939.5,1300.5,66,M,10L-20L,Tier 1,67.72,700,4,1150,3,1244.17,831,No,1741,1273.72,1674,43981,44480,0
CI562798,1427.45,788.45,22,M,<5L,Tier 1,852.15,1800,3.01,1250,10,1070.04,996,No,3532,3158.15,1866,43950,44472,0
CI842523,2154.54,757.77,46,F,<5L,Tier 2,976.19,800,2,1150,1,1198.97,582,Yes,9313,2282.19,3352,43792,44445,0
CI859321,3165.48,1263.24,38,M,5L-10L,Tier 2,2476.15,250,3,1250,6,1467.57,397,No,1155,3232.15,1775,43097,44503,0
CI860149,3885.99,1082.33,22,F,5L-10L,Tier 2,2568.35,4950,2,1400,5,1038.07,913,No,5625,8024.35,3510,42810,44472,0
CI869036,2054.08,353.77,47,F,10L-20L,Tier 2,741.72,700,1,1150,8,1693.49,927,Yes,7262,1947.72,1559,43528,44449,0
CI456555,1045.81,406.81,27,M,<5L,Tier 1,3096.42,550,3,1450,1,804.57,437,No,9730,4152.42,3387,44370,44469,0
CI195798,2646.69,669.23,38,F,<5L,Tier 2,2607.15,600,4.01,1050,10,1251.91,909,No,5106,3713.15,3536,44079,44460,0
CI172495,821.7,182.7,22,U,5L-10L,Tier 2,2339.69,950,4.01,1300,9,1106.27,747,No,12647,3795.69,3815,44174,44469,0
CI278930,3953.08,828.52,46,M,<5L,Tier 1,1377.86,700,3.01,1050,9,1417.02,750,No,12333,2583.86,1498,44076,44434,0
CI920069,3011.19,790.73,53,U,5L-10L,Tier 1,2373.19,500,3,1000,9,1091.14,1010,No,2031,3379.19,3970,43366,44491,0
CI803376,841.27,202.27,60,M,5L-10L,Tier 2,1295.48,600,3.01,1000,2,1117.03,868,Yes,10291,2401.48,2946,44033,44457,0
CI376373,1389.54,250.18,50,F,<5L,Tier 1,3296.92,800,1.01,2000,6,719.4,469,No,2774,4602.92,2953,43395,44445,0
CI166096,2462.4,607.8,40,M,10L-20L,Tier 1,2843.76,600,4.01,1350,10,1677.72,813,No,11336,3949.76,3950,43094,44427,0
CI478654,1471.68,208.17,30,F,<5L,Tier 1,829.33,950,3.01,1400,9,1661.35,699,No,11169,2285.33,1619,43180,44468,0
CI167794,1933.31,1294.31,68,F,<5L,Tier 1,1739.17,650,2.01,1100,10,765.92,961,Yes,2887,2895.17,4086,44137,44481,0
CI854538,1823.81,1184.81,67,F,10L-20L,Tier 1,921.3,4700,3.01,1150,6,1354.79,639,No,12636,6127.3,3737,43403,44429,0
CI148839,4556.79,1305.93,18,M,<5L,Tier 2,839.09,600,3.01,1450,1,1450.81,905,No,11886,1945.09,3919,43768,44429,0
CI697610,847.18,208.18,43,M,5L-10L,Tier 2,3232.25,800,3,3600,10,791.47,918,No,10283,4538.25,2839,43081,44503,0
CI983494,1473.75,278.25,38,M,>20L,Tier 2,1625.95,250,2.01,1100,5,1338,408,No,10661,2381.95,4336,44371,44491,0
CI151374,1725.64,271.66,29,F,<5L,Tier 2,1391.82,900,3,1300,9,1775.83,768,Yes,1335,2797.82,1546,43757,44487,0
CI584948,1246.4,151.85,46,F,5L-10L,Tier 2,2754.04,700,3.01,1450,9,665.72,909,No,11763,3960.04,3143,43355,44428,0
CI120799,1552.08,228.27,60,M,>20L,Tier 2,1968.93,400,2,1400,8,1339.43,613,No,9554,2874.93,4000,43178,44429,0
CI410280,3257.7,1309.35,39,M,<5L,Tier 2,3114.53,650,2,1300,1,1641.47,443,No,3699,4270.53,3210,43143,44421,0
CI391104,3186.03,849.01,18,M,<5L,Tier 2,2796.62,3050,1,4000,10,775.84,382,No,10315,6352.62,758,43466,44490,0
CI778376,631.141,84.63,25,F,<5L,Tier 1,522.58,713,2,1461,4,1232.85,945,Yes,1468,1818.58,2410,43192,44451,1
CI697423,1476.45,279.15,18,M,<5L,Tier 2,2890.63,2050,2,1350,8,1434.94,949,No,4723,5446.63,3758,43699,44504,0
CI435748,4173.27,1178.09,27,F,<5L,Tier 2,1698.68,700,2.01,1100,4,899.89,589,No,6042,2904.68,4084,43121,44433,0
CI244772,2681.73,680.91,61,F,5L-10L,Tier 1,83.02,3900,3,1200,7,1255.37,826,No,11690,4489.02,3900,43087,44425,0
CI316435,5405.56,1191.64,43,F,<5L,Tier 2,2277.95,950,4.01,1250,10,975.26,508,No,6840,3733.95,4413,44262,44461,0
CI706339,2914.842,995.02,41,M,10L-20L,Tier 2,453.27,816,1,1178,5,1477.58,657,No,6723,1897.27,445,42855,44436,1
CI732935,1949.94,1310.94,67,M,5L-10L,Tier 1,1456.6,1450,1,3950,4,1549.02,844,No,2664,3412.6,3703,43211,44483,0
CI481976,3392.6,1376.8,32,F,5L-10L,Tier 1,1750.1,500,3.01,1400,5,621.17,569,No,3346,2756.1,2225,43710,44510,0
CI143898,5016.75,1459.25,42,M,<5L,Tier 1,363.81,500,3,1450,1,863.29,637,No,8431,1369.81,4105,44299,44421,0
CI680444,1915.41,425.47,44,M,<5L,Tier 1,2947.08,700,4.01,1100,9,1326.69,696,Yes,3018,4153.08,2014,43615,44421,0
CI357875,1511.24,872.24,60,U,10L-20L,Tier 1,1116.03,750,3.01,1150,3,1456.74,452,Yes,12502,2372.03,2701,42876,44463,0
CI627723,1782.44,285.86,69,F,10L-20L,Tier 3,2695.54,3450,3.01,1400,5,1364.88,812,No,10787,6651.54,1797,44038,44472,0
CI510550,1286.61,215.87,43,F,<5L,Tier 1,2013.47,300,1.01,1200,9,1741.04,906,No,2052,2819.47,1003,43258,44485,0
CI730398,1295.82,218.94,35,U,<5L,Tier 1,1307.61,350,3.01,1150,1,690.96,1029,Yes,12390,2163.61,705,42757,44461,0
CI654975,1125.09,162.03,66,F,<5L,Tier 1,1370.08,650,3.01,1100,7,762.87,930,Yes,7999,2526.08,1354,43359,44422,0
CI941406,2669.37,676.79,25,M,5L-10L,Tier 1,1012.84,350,2.01,1250,2,1443.96,814,Yes,568,1868.84,1602,43415,44509,0
CI848533,932.26,146.63,61,F,5L-10L,Tier 1,197.51,450,4.01,1250,8,1212.19,501,Yes,4760,1153.51,3859,43094,44450,0
CI336427,3641.2,1501.1,58,F,5L-10L,Tier 1,1024.16,300,3.01,1450,8,1235.02,776,Yes,11630,1830.16,3701,43849,44491,0
CI460757,4103.48,866.12,36,F,<5L,Tier 2,2884.37,1750,3.01,1000,6,1702.09,1008,No,11761,5140.37,4321,43120,44444,0
CI583221,4087.28,862.07,25,M,10L-20L,Tier 1,1022.98,850,2,3300,7,1116.98,897,Yes,8297,2378.98,4152,43998,44437,0
CI929456,2761.78,627.6,31,M,>20L,Tier 2,917.33,659,3,1438,2,1112.01,380,No,9389,2210.33,2048,42970,44489,1
CI366813,4041.21,1134.07,40,M,<5L,Tier 3,2404.07,850,1,1450,4,1333.96,683,No,3058,3760.07,3133,43905,44433,0
CI423161,1414.59,775.59,25,M,<5L,Tier 1,2368.97,650,1,1500,1,1494.92,849,No,4437,3524.97,4286,43571,44476,0
CI457488,2036.83,1397.83,30,U,5L-10L,Tier 1,407.32,400,1.01,1300,9,1600.82,655,No,9740,1313.32,1853,44510,44520,0
CI615318,2999.696,728.57,39,F,5L-10L,Tier 1,3338.42,855,3.01,1449,1,1262.36,663,Yes,12406,4786.42,1650,44025,44499,1
CI486022,2135.37,498.79,29,M,5L-10L,Tier 1,1507.1,950,3.01,1150,8,1760.86,560,No,5823,2963.1,754,43690,44509,0
CI960253,4330.98,1230.66,40,F,10L-20L,Tier 1,1161.73,750,1.01,4800,10,1465.55,780,No,5505,2417.73,1025,43784,44503,0
CI907251,1141.37,502.37,67,M,<5L,Tier 1,1975.33,550,1,1000,3,1022.83,691,Yes,3417,3031.33,3451,44467,44473,0
CI294137,1236.68,597.68,52,U,<5L,Tier 1,2742.23,300,3.01,1000,3,829.11,820,Yes,7133,3548.23,1679,44203,44507,0
CI881525,1601.39,962.39,65,F,5L-10L,Tier 1,1392.91,650,2.01,1100,3,1687.95,949,Yes,9443,2548.91,2710,42825,44427,0
CI686331,1658.41,1019.41,24,F,10L-20L,Tier 1,3281.98,650,4,1350,5,1806.36,475,No,4217,4437.98,2726,43378,44466,0
CI727588,3722.19,1027.73,68,M,5L-10L,Tier 2,3346.74,750,1,1300,7,667.07,802,No,1391,4602.74,1171,42876,44446,0
CI276216,2165.576,417.67,24,M,<5L,Tier 1,553.74,363,4,2731,4,1550.05,874,Yes,9679,1464.74,4382,44453,44463,1
CI383488,6189.2,1387.55,45,F,>20L,Tier 1,2520.38,300,1,1300,8,1642.94,632,Yes,1548,3326.38,1933,43772,44437,0
CI765478,3202.47,854.49,48,M,>20L,Tier 1,1272.69,500,1,2650,8,669.52,428,No,10079,2278.69,985,44212,44463,0
CI488513,5578.92,1234.98,55,M,5L-10L,Tier 1,113.98,900,3.01,1000,4,750.24,445,No,11651,1519.98,4369,43553,44431,0
